race,sentence,sentence_severity,sentence_severity_3,worst_crime_display,sex,wc_bucket,diff_conv_ex
Black,Not sentenced,No,Probation/not sentenced/unknown,Conspiracy,Female,b7,1
White,5 years,No,Some prison sentence,Sexual Assault,Male,b1,2
White,Life,Yes,Life in prison/death,Murder,Male,b1,24
Black,6 years,No,Some prison sentence,Other Nonviolent Felony,Female,b8,1
Black,24 1/3 to life,No,Some prison sentence,Murder,Male,b1,21
Black,48 years,No,Some prison sentence,Sexual Assault,Male,b1,28
Black,60 years,No,Some prison sentence,Child Sex Abuse,Male,b2,17
Black,12 to 24 years,No,Some prison sentence,Sexual Assault,Male,b1,9
White,Probation,No,Probation/not sentenced/unknown,Threats,Male,b9,4
White,Life,Yes,Life in prison/death,Murder,Female,b1,10
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,12
Black,Life,Yes,Life in prison/death,Murder,Male,b1,19
White,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Hispanic,Death,Yes,Life in prison/death,Murder,Female,b1,29
Black,35 years,No,Some prison sentence,Child Sex Abuse,Male,b2,20
White,Life,Yes,Life in prison/death,Murder,Male,b1,27
Hispanic,1 1/2 to 3 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,2
Hispanic,45 years,No,Some prison sentence,Murder,Male,b1,13
Hispanic,3 years,No,Some prison sentence,Assault,Male,b2,4
Hispanic,60 years,No,Some prison sentence,Murder,Male,b1,36
Black,Death,Yes,Life in prison/death,Murder,Male,b1,10
Black,6 years,No,Some prison sentence,Burglary/Unlawful Entry,Male,b4,2
Native American,Life without parole,Yes,Life in prison/death,Murder,Female,b1,19
White,20 years,No,Some prison sentence,Sexual Assault,Male,b1,2
Black,20 years,No,Some prison sentence,Murder,Female,b1,5
White,5 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,4
Black,Life,Yes,Life in prison/death,Murder,Male,b1,43
Black,60 years,No,Some prison sentence,Murder,Male,b1,26
White,25 years,No,Some prison sentence,Child Sex Abuse,Male,b2,39
Hispanic,Life without parole,Yes,Life in prison/death,Murder,Male,b1,32
Black,22 years,No,Some prison sentence,Child Sex Abuse,Male,b2,11
Black,80 years,No,Some prison sentence,Murder,Male,b1,15
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,11
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,18
Hispanic,227 days,No,Some prison sentence,Assault,Male,b2,4
Hispanic,54 to life,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
White,1 year and 9 months,No,Some prison sentence,Sex Offender Registration,Male,b5,3
White,15 years,No,Some prison sentence,Attempted Murder,Male,b1,2
Hispanic,12 years,No,Some prison sentence,Attempted Murder,Male,b1,11
Hispanic,Life without parole,Yes,Life in prison/death,Murder,Male,b1,22
White,1 year and 6 months,No,Some prison sentence,Child Sex Abuse,Male,b2,7
White,30 years,No,Some prison sentence,Child Sex Abuse,Male,b2,9
Black,Life,Yes,Life in prison/death,Murder,Male,b1,9
Black,42 years to Life,No,Some prison sentence,Murder,Male,b1,36
Black,Death,Yes,Life in prison/death,Murder,Male,b1,11
White,25 to 50 years,No,Some prison sentence,Murder,Male,b1,4
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,26
Black,70 years,No,Some prison sentence,Sexual Assault,Male,b1,29
White,40 years,No,Some prison sentence,Murder,Male,b1,5
Black,9 to 25 years,No,Some prison sentence,Sexual Assault,Male,b1,19
Black,7 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,17
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,14
White,Death,Yes,Life in prison/death,Murder,Male,b1,15
Black,Life,Yes,Life in prison/death,Murder,Male,b1,15
Black,13 1/2 to 40 years,No,Some prison sentence,Sexual Assault,Male,b1,21
Asian,57 to life,No,Some prison sentence,Murder,Male,b1,6
Asian,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,1
Asian,60 days,No,Some prison sentence,Other Nonviolent Misdemeanor,Male,NA,3
Asian,15 years to life,No,Some prison sentence,Murder,Male,b1,6
Black,55 years,No,Some prison sentence,Child Sex Abuse,Male,b2,40
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,16
Hispanic,Death,Yes,Life in prison/death,Murder,Male,b1,6
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,12
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,16
Black,10 years,No,Some prison sentence,Robbery,Male,b2,4
Black,10 years,No,Some prison sentence,Sex Offender Registration,Male,b5,2
Black,10 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
White,10 years,No,Some prison sentence,"Attempt, Violent",Male,b3,6
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,6
Black,Life,Yes,Life in prison/death,Murder,Male,b1,20
White,3 years,No,Some prison sentence,Fraud,Male,b6,3
White,23 years and 6 months,No,Some prison sentence,Sexual Assault,Male,b1,17
White,16 to 20 years,No,Some prison sentence,Child Sex Abuse,Male,b2,13
Black,15 years,No,Some prison sentence,Robbery,Male,b2,13
White,1 year and 3 months,No,Some prison sentence,Other Nonviolent Felony,Male,b8,3
White,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,0
Hispanic,40 to Life,No,Some prison sentence,Murder,Male,b1,6
Black,1 year and 1 day,No,Some prison sentence,Fraud,Male,b6,6
White,25 to Life,No,Some prison sentence,Murder,Male,b1,7
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,13
Hispanic,90 years,No,Some prison sentence,Murder,Male,b1,14
Hispanic,2 years,No,Some prison sentence,Robbery,Male,b2,1
Hispanic,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
White,25 to Life,No,Some prison sentence,Murder,Male,b1,27
White,Probation,No,Probation/not sentenced/unknown,Fraud,Male,b6,4
White,Community service,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,2
Black,25 to life,No,Some prison sentence,Murder,Male,b1,4
Black,20 to 66 years,No,Some prison sentence,Sexual Assault,Male,b1,31
White,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,0
White,3 1/2 to 7 years,No,Some prison sentence,Sexual Assault,Male,b1,2
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,1
White,Death,Yes,Life in prison/death,Murder,Male,b1,24
White,Probation,No,Probation/not sentenced/unknown,Fraud,Male,b6,20
White,Probation,No,Probation/not sentenced/unknown,Other Violent Felony,Male,b3,3
Black,50 years,No,Some prison sentence,Child Sex Abuse,Male,b2,18
Black,18 years,No,Some prison sentence,Child Sex Abuse,Male,b2,5
White,35 to 50 years,No,Some prison sentence,Attempted Murder,Male,b1,8
Native American,16 years and 6 months,No,Some prison sentence,Robbery,Male,b2,10
White,Probation,No,Probation/not sentenced/unknown,Official Misconduct,Male,b6,7
Hispanic,12 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Hispanic,2 years and 8 months,No,Some prison sentence,Weapon Possession or Sale,Male,NA,4
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,13
Black,Life,Yes,Life in prison/death,Murder,Male,b1,13
White,4 to 6 years,No,Some prison sentence,Child Sex Abuse,Male,b2,32
White,24 years,No,Some prison sentence,Child Sex Abuse,Male,b2,2
Black,6 years,No,Some prison sentence,Assault,Male,b2,4
Black,10 to 20 years,No,Some prison sentence,Sexual Assault,Male,b1,28
Black,3 years and 6 months,No,Some prison sentence,Weapon Possession or Sale,Male,NA,6
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,8
Black,Death,Yes,Life in prison/death,Murder,Male,b1,18
Hispanic,180 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Hispanic,50 to life,No,Some prison sentence,Murder,Male,b1,18
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,4
Hispanic,25 years,No,Some prison sentence,Manslaughter,Male,b1,9
Hispanic,5 years,No,Some prison sentence,Fraud,Male,b6,5
Hispanic,25 years,No,Some prison sentence,Murder,Male,b1,3
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,22
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Murder,Female,b1,2
Hispanic,12 1/2 to 25 years,No,Some prison sentence,Sexual Assault,Male,b1,12
White,Death,Yes,Life in prison/death,Murder,Male,b1,3
Black,Life,Yes,Life in prison/death,Murder,Male,b1,13
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,16
Hispanic,23 years and 4 months,No,Some prison sentence,Assault,Male,b2,2
White,Life without parole,Yes,Life in prison/death,Murder,Female,b1,8
Black,25 years,No,Some prison sentence,Murder,Male,b1,33
White,Life,Yes,Life in prison/death,Murder,Male,b1,20
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,15
Black,11 to 13 years,No,Some prison sentence,"Attempt, Violent",Male,b3,5
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,18
White,25 to life,No,Some prison sentence,Murder,Male,b1,6
Black,2 to 4 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,1
White,10 to 20 years,No,Some prison sentence,Murder,Male,b1,32
Hispanic,25 to life,No,Some prison sentence,Murder,Male,b1,24
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Murder,Male,b1,2
White,25 years,No,Some prison sentence,Murder,Male,b1,3
White,3 years and 6 months,No,Some prison sentence,Sexual Assault,Male,b1,25
White,Death,Yes,Life in prison/death,Murder,Male,b1,5
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Other Nonviolent Felony,Male,b8,2
White,25 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
White,6 to 15 years,No,Some prison sentence,Sexual Assault,Male,b1,6
White,3 years,No,Some prison sentence,Sexual Assault,Male,b1,2
Hispanic,2 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,3
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,16
White,10 years,No,Some prison sentence,Child Sex Abuse,Male,b2,35
Black,9 years,No,Some prison sentence,Assault,Male,b2,1
White,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,3
White,14 years,No,Some prison sentence,Child Sex Abuse,Male,b2,5
Asian,30 years,No,Some prison sentence,Supporting Terrorism,Male,b3,15
White,Death,Yes,Life in prison/death,Murder,Male,b1,20
White,Life,Yes,Life in prison/death,Murder,Male,b1,24
Black,30 years,No,Some prison sentence,Attempted Murder,Male,b1,8
White,Life,Yes,Life in prison/death,Murder,Male,b1,35
White,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,18
White,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,20
White,6 years and 6 months,No,Some prison sentence,Fraud,Male,b6,3
Black,Fine,No,Probation/not sentenced/unknown,Assault,Male,b2,6
Black,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,9
Black,80 years,No,Some prison sentence,Murder,Male,b1,15
White,3 years and 6 months,No,Some prison sentence,Tax Evasion/Fraud,Male,b5,5
White,Life,Yes,Life in prison/death,Murder,Male,b1,25
Black,Life,Yes,Life in prison/death,Murder,Male,b1,4
Asian,1 year and 1 month,No,Some prison sentence,Fraud,Male,b6,3
Asian,Not sentenced,No,Probation/not sentenced/unknown,Fraud,Male,b6,3
Black,6 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,16
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,19
Black,29 years,No,Some prison sentence,Assault,Male,b2,40
Black,30 years,No,Some prison sentence,Murder,Male,b1,7
Black,Death,Yes,Life in prison/death,Murder,Male,b1,14
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,9
Black,6 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,3
Black,1 year and 8 months,No,Some prison sentence,Sex Offender Registration,Male,b5,4
White,8 to 24 years,No,Some prison sentence,Child Sex Abuse,Male,b2,12
White,10 to Life,No,Some prison sentence,Murder,Female,b1,4
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,17
White,1 year,No,Some prison sentence,Other Violent Felony,Male,b3,2
Black,27 years,No,Some prison sentence,Child Sex Abuse,Male,b2,28
Black,5 years,No,Some prison sentence,Sexual Assault,Male,b1,34
White,Not sentenced,No,Probation/not sentenced/unknown,Murder,Female,b1,3
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,10
Native American,60 years,No,Some prison sentence,Murder,Male,b1,16
White,10 years,No,Some prison sentence,Manslaughter,Male,b1,2
White,3 to 9 years,No,Some prison sentence,Assault,Male,b2,5
White,1 to 3 years,No,Some prison sentence,Assault,Male,b2,4
Hispanic,Life,Yes,Life in prison/death,Drug Possession or Sale,Male,b5,8
White,Death,Yes,Life in prison/death,Murder,Male,b1,13
Black,20 years,No,Some prison sentence,Sexual Assault,Male,b1,10
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,12
Hispanic,25 to life,No,Some prison sentence,Murder,Male,b1,15
Hispanic,25 to life,No,Some prison sentence,Murder,Male,b1,16
Hispanic,4 3/4 years,No,Some prison sentence,Immigration,Male,b6,6
Hispanic,13 years,No,Some prison sentence,Robbery,Male,b2,7
Hispanic,3 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,3
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Robbery,Male,b2,0
Hispanic,30 days,No,Some prison sentence,Drug Possession or Sale,Female,b5,1
Hispanic,20 years,No,Some prison sentence,Murder,Male,b1,5
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
Black,8 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,6
White,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,30
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,18
White,Not sentenced,No,Probation/not sentenced/unknown,Child Sex Abuse,Male,b2,2
Black,3 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,17
White,20 to 40 years,No,Some prison sentence,Sexual Assault,Male,b1,6
Black,7 to 14 years,No,Some prison sentence,Sexual Assault,Male,b1,26
White,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,4
Black,7 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,16
White,1 to 15 years,No,Some prison sentence,Child Sex Abuse,Male,b2,22
White,Not sentenced,No,Probation/not sentenced/unknown,Murder,Male,b1,1
Black,Life,Yes,Life in prison/death,Murder,Male,b1,17
White,Not sentenced,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,0
White,4 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,9
White,5 to life,No,Some prison sentence,Sexual Assault,Male,b1,2
Black,Life,Yes,Life in prison/death,Murder,Male,b1,5
White,15 to life,No,Some prison sentence,Murder,Female,b1,2
Black,90 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,7
Asian,10 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
White,Life,Yes,Life in prison/death,Murder,Male,b1,1
Black,92,No,Some prison sentence,Attempted Murder,Male,b1,15
White,2 months,No,Some prison sentence,Fraud,Female,b6,3
Black,12 years,No,Some prison sentence,Sexual Assault,Male,b1,24
Black,30 years,No,Some prison sentence,Murder,Male,b1,19
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,46
Black,7 to 22 1/2 years,No,Some prison sentence,Robbery,Male,b2,51
White,3 years,No,Some prison sentence,Child Sex Abuse,Male,b2,4
White,40 years,No,Some prison sentence,Sexual Assault,Male,b1,26
White,Life,Yes,Life in prison/death,Murder,Male,b1,18
White,Life,Yes,Life in prison/death,Murder,Male,b1,6
Hispanic,20 to life,No,Some prison sentence,Murder,Male,b1,6
White,Not sentenced,No,Probation/not sentenced/unknown,Child Sex Abuse,Male,b2,0
White,65 years,No,Some prison sentence,Sexual Assault,Male,b1,15
White,6 months,No,Some prison sentence,Drug Possession or Sale,Female,b5,1
White,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,18
Black,25 to life,No,Some prison sentence,Murder,Male,b1,12
Black,60 years,No,Some prison sentence,Murder,Male,b1,20
White,Probation,No,Probation/not sentenced/unknown,Assault,Female,b2,7
Black,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,27
Hispanic,40 to life,No,Some prison sentence,Murder,Female,b1,4
Black,120 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,10
Black,65 years,No,Some prison sentence,Sexual Assault,Male,b1,25
White,15 to 25 years,No,Some prison sentence,Sexual Assault,Male,b1,3
Black,5 years,No,Some prison sentence,Manslaughter,Male,b1,3
Black,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,80 years,No,Some prison sentence,Attempted Murder,Male,b1,17
White,20 years,No,Some prison sentence,Sexual Assault,Male,b1,25
Black,Unknown,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,1
White,Life,Yes,Life in prison/death,Child Sex Abuse,Female,b2,6
White,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,6
White,20 years,No,Some prison sentence,Child Sex Abuse,Male,b2,7
White,10 days,No,Some prison sentence,Assault,Male,b2,1
White,24 years,No,Some prison sentence,Child Sex Abuse,Male,b2,14
Black,15 1/2 to 22 years,No,Some prison sentence,Assault,Male,b2,8
Hispanic,10 years,No,Some prison sentence,Assault,Male,b2,3
Black,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Hispanic,14 to 18 years,No,Some prison sentence,Attempted Murder,Male,b1,5
Black,25 to life,No,Some prison sentence,Murder,Male,b1,4
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,32
White,45 years,No,Some prison sentence,Sexual Assault,Male,b1,15
Black,180 days,No,Some prison sentence,Sex Offender Registration,Male,b5,4
Black,Life,Yes,Life in prison/death,Murder,Male,b1,36
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,19
Black,Death,Yes,Life in prison/death,Murder,Male,b1,16
Black,60 years,No,Some prison sentence,Murder,Male,b1,13
White,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,14
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,3
Black,1 year and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,17
White,2 years,No,Some prison sentence,Threats,Female,b9,16
